PolicyNumber,CarrierCode,AgentCode,TransactionType,PolicyEffectiveDate,PolicyExpirationDate,TransactionEffectiveDate,TermLengthMonths,LineOfBusiness,Subline,InsuredName,InsuredPrimaryEmail,RiskLocationAddress,State,InsuredMailingAddress,RatedDriverCount,VehicleCount,DwellingYearBuilt,ConstructionType,ProtectionClass,Limit_BI,Limit_PD,Deductible_Collision,Deductible_Comprehensive,TermPremium,WrittenPremium,EarnedPremium,BillingPlan,CancellationDate,ReinstatementDate,RewriteIndicator,eDocIndicator,UnearnedPremium
YSS6424464,GEIC,120140,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Carla Moon,carla.moon@insmail.com,"08697 Michael Gateway, New Anthony, CA 04206",CA,"5929 Knight Mountains, Sotomouth, UT 59149",,,,Masonry Veneer,7,,,,,1500,1500,1126.03,Agency Bill,,,FALSE,TRUE,373.97
DPS0490886,ALLS,120196,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Julia Armstrong,julia.armstrong@policyhub.org,"3863 Morgan Grove Suite 427, Morganside, OK 14440",OK,"3863 Morgan Grove Suite 427, Morganside, OK 14440",,,,Frame,9,,,,,2823.2,2823.2,2119.33,Agency Bill,,,FALSE,TRUE,703.87
WYB4727136,HART,120165,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Karen Carter,karen.carter@policyhub.org,"9578 Velazquez Hills Apt. 071, Port Brandybury, VT 27991",VT,"83847 Watson Vista Apt. 355, Port Brandon, OH 54708",2,3,,,,50/100,100000,250,250,3230.97,3230.97,2425.44,Direct Bill,,,FALSE,TRUE,805.53
SHJ7023180,ALLS,120002,Endorsement,4/1/2025,4/1/2026,7/2/2025,12,Umbrella,Personal Umbrella,Daniel Williams,daniel.williams@policyhub.org,"76129 Michael Station Apt. 165, Williamsfort, TN 47256",TN,"76129 Michael Station Apt. 165, Williamsfort, TN 47256",,,,,,,,,,626.08,-56.4,469.99,Direct Bill,,,FALSE,TRUE,156.09
HBX4642880,HART,120014,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Rodney Deleon,rodney.deleon@customer.net,"276 David Orchard Apt. 836, South Johnfort, MH 39161",MH,"276 David Orchard Apt. 836, South Johnfort, MH 39161",,,2006,Masonry,9,,,,,1728.34,1728.34,1297.44,Direct Bill,,,FALSE,TRUE,430.9
NFZ0574593,LIBM,120225,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Troy Wong,troy.wong@insmail.com,"0100 Deborah Walk Apt. 084, North Jessicaport, AS 36190",AS,"2829 Frazier Roads, South Natashaview, AK 00619",,,2002,Joisted Masonry,6,,,,,3796.93,3796.93,2850.3,Agency Bill,,,FALSE,TRUE,946.63
SZM0232739,HART,120155,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Cheyenne Williams,cheyenne.williams@example.com,"1588 David Lane Apt. 441, West Mark, PW 58506",PW,"1588 David Lane Apt. 441, West Mark, PW 58506",,,1999,Fire Resistive,6,,,,,1460.62,1460.62,1096.47,Direct Bill,,,FALSE,TRUE,364.15
ZKR3876356,ALLS,120068,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,William Long,william.long@customer.net,"54589 Ryan Crossing, Kathleenhaven, DC 42300",DC,"54589 Ryan Crossing, Kathleenhaven, DC 42300",2,2,,,,50/100,25000,2500,250,1737.47,1737.47,1304.29,Agency Bill,,,FALSE,TRUE,433.18
WCK4841222,GEIC,120042,Endorsement,4/1/2025,4/1/2026,5/2/2025,12,Umbrella,Personal Umbrella,Joshua Osborne,joshua.osborne@mail.com,"77745 Rangel Plains Apt. 041, Lynnchester, NC 96824",NC,"36531 Knight Gateway Apt. 815, Crossport, PA 93925",,,,,,,,,,323.1,1.89,242.55,Direct Bill,,,FALSE,TRUE,80.55
ESR6743566,LIBM,120141,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,David Jones,david.jones@example.com,"839 Ramirez Freeway, Owenstown, WY 02115",WY,"839 Ramirez Freeway, Owenstown, WY 02115",,,1989,Fire Resistive,7,,,,,1711.51,1711.51,1284.8,Direct Bill,,,FALSE,TRUE,426.71
BNA2700744,AMFA,120111,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Brian Weaver,brian.weaver@insmail.com,"2494 Cook Valleys Apt. 630, North Danielhaven, AL 10508",AL,"2494 Cook Valleys Apt. 630, North Danielhaven, AL 10508",,,,Frame,8,,,,,1632.13,1632.13,1225.22,Direct Bill,,,FALSE,TRUE,406.91
RXP2307259,FARM,120060,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Gina Roberson,gina.roberson@example.com,"594 Deborah Burgs, Barnesmouth, VA 46567",VA,"594 Deborah Burgs, Barnesmouth, VA 46567",,,,,,,,,,2318.9,2318.9,1740.76,Direct Bill,,,FALSE,FALSE,578.14
GGU7591177,TRAV,120031,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Robert Long,robert.long@insmail.com,"5527 Wilson Station Suite 511, East Michael, RI 87127",RI,"5527 Wilson Station Suite 511, East Michael, RI 87127",,,,,,,,,,2457.17,2457.17,1844.56,Direct Bill,,,FALSE,TRUE,612.61
URC2764531,GEIC,120150,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Crystal Lopez,crystal.lopez@example.com,"30066 Cooper Mission, Lake Julieview, ID 27416",ID,"30066 Cooper Mission, Lake Julieview, ID 27416",,,,,,,,,,8961.05,8961.05,6726.93,Direct Bill,,,FALSE,FALSE,2234.12
EPD8094865,ALLS,120164,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Anita Wilson,anita.wilson@policyhub.org,"185 Humphrey Hills, East Sara, MH 95607",MH,"185 Humphrey Hills, East Sara, MH 95607",,,1975,Joisted Masonry,3,,,,,527.63,527.63,396.08,Agency Bill,,,FALSE,TRUE,131.55
VHF5127096,PRGS,120026,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Crystal Keith,crystal.keith@policyhub.org,"591 Chung Shores, Port Edgar, ID 92073",ID,"0239 Bradley Junctions, Harrisstad, VT 60816",1,1,,,,25/50,100000,1000,500,1299.74,1299.74,975.7,Direct Bill,,,FALSE,TRUE,324.04
UFB1474674,HART,120271,Reinstate,4/1/2025,4/1/2026,2/24/2026,12,Package,Commercial Package,Shane Ryan,shane.ryan@mail.com,"13424 Luis Stravenue, Oscarstad, WY 71225",WY,"13424 Luis Stravenue, Oscarstad, WY 71225",,,,Non-Combustible,2,,,,,3000,0,2252.05,Direct Bill,,1/25/2024,FALSE,TRUE,747.95
VEP7228171,ALLS,120138,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Lisa Richardson,lisa.richardson@policyhub.org,"06488 Dunn Creek, Carrollmouth, KS 95313",KS,"2832 Michael Passage Suite 326, East Brian, NE 26061",3,4,,,,50/100,50000,500,500,1311.26,1311.26,984.34,Agency Bill,,,FALSE,TRUE,326.92
TKP6804234,CHUB,120057,Rewrite,4/1/2025,4/1/2026,4/1/2025,12,Package,Commercial Package,Jessica Morrison,jessica.morrison@policyhub.org,"23038 Ortega Spurs Suite 426, Blairchester, WA 01851",WA,"23038 Ortega Spurs Suite 426, Blairchester, WA 01851",,,,Frame,7,,,,,8762.88,8762.88,6578.16,Direct Bill,,,TRUE,TRUE,2184.72
EPV2473063,GEIC,120106,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Donald Solomon,donald.solomon@customer.net,"9623 Vargas Gardens Apt. 785, Martinburgh, NM 43721",NM,"517 Jennifer Drives, East Anneborough, MP 10095",,,,,,,,,,16619.64,16619.64,12476.11,Direct Bill,,,FALSE,TRUE,4143.53
BZC5568952,AMFA,120220,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Joel Griffith,joel.griffith@policyhub.org,"938 Schroeder Hollow Suite 314, Lake Huntermouth, RI 84582",RI,"938 Schroeder Hollow Suite 314, Lake Huntermouth, RI 84582",1,3,,,,25/50,100000,1000,500,2329.43,2329.43,1748.67,Agency Bill,,,FALSE,TRUE,580.76
KLN4940069,PRGS,120227,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Julie Campbell,julie.campbell@example.com,"57354 Blankenship Plains, East Kimberlyport, OK 45539",OK,"57354 Blankenship Plains, East Kimberlyport, OK 45539",3,1,,,,50/100,100000,250,1000,1650.52,1650.52,1239.02,Direct Bill,,,FALSE,TRUE,411.5
DRP0254871,PRGS,120238,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Dylan Carter,dylan.carter@insmail.com,"0090 Patricia Field Apt. 482, West Angela, AL 39031",AL,"0090 Patricia Field Apt. 482, West Angela, AL 39031",1,2,,,,25/50,250000,500,500,1537.37,1537.37,1154.08,Direct Bill,,,FALSE,TRUE,383.29
CFE2575335,CHUB,120055,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Nancy Miller,nancy.miller@mail.com,"9834 Wayne Brooks, Jerryfurt, MS 31244",MS,"6945 Gregory Inlet, South Dwaynehaven, MD 27644",2,2,,,,50/100,25000,500,1000,1380.04,1380.04,1035.98,Direct Bill,,,FALSE,TRUE,344.06
VNC6829974,CHUB,120177,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,John Mcconnell,john.mcconnell@customer.net,"902 Kennedy Circle, Port Jessica, NY 91431",NY,"902 Kennedy Circle, Port Jessica, NY 91431",1,2,,,,50/100,100000,2500,500,1195.99,1195.99,897.81,Direct Bill,,,FALSE,TRUE,298.18
ZDS3572997,FARM,120138,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michael Turner,michael.turner@customer.net,"3204 Fox Roads, Port Alishaland, OR 05579",OR,"3204 Fox Roads, Port Alishaland, OR 05579",,,1968,Frame,3,,,,,1551.47,1551.47,1164.67,Direct Bill,,,FALSE,TRUE,386.8
DHU0035067,LIBM,120296,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Kevin Estrada,kevin.estrada@policyhub.org,"15077 Shea Islands Suite 384, Michaelaland, MO 12250",MO,"15077 Shea Islands Suite 384, Michaelaland, MO 12250",,,,Frame,8,,,,,2603.82,2603.82,1954.65,Agency Bill,,,FALSE,TRUE,649.17
KLT2100729,NATI,120036,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Kathleen Jacobs,kathleen.jacobs@policyhub.org,"601 Ashley Plains Apt. 125, New Calvinside, MA 53106",MA,"601 Ashley Plains Apt. 125, New Calvinside, MA 53106",,,2006,Non-Combustible,4,,,,,933.18,933.18,700.52,Agency Bill,,,FALSE,TRUE,232.66
KZR8422843,FARM,120115,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Amanda Garrett,amanda.garrett@policyhub.org,"676 Shannon Cape Apt. 476, West Raven, CO 02299",CO,"676 Shannon Cape Apt. 476, West Raven, CO 02299",,,,Masonry Veneer,1,,,,,5289.93,5289.93,3971.07,Direct Bill,,,FALSE,FALSE,1318.86
PKM2154583,GEIC,120017,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Cassandra Hudson,cassandra.hudson@policyhub.org,"8965 Dillon Vista Suite 558, North Thomasfort, IN 00971",IN,"8965 Dillon Vista Suite 558, North Thomasfort, IN 00971",,,1995,Joisted Masonry,4,,,,,1976.95,1976.95,1484.07,Direct Bill,,,FALSE,TRUE,492.88
DGP5364602,HART,120256,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Kimberly Hughes,kimberly.hughes@example.com,"9689 Anderson Islands, Herrerastad, MI 35585",MI,"9689 Anderson Islands, Herrerastad, MI 35585",,,1980,Fire Resistive,8,,,,,3936.87,3936.87,2955.35,Direct Bill,,,FALSE,TRUE,981.52
YKD7771974,GEIC,120257,Endorsement,4/1/2025,4/1/2026,6/28/2025,12,Umbrella,Personal Umbrella,Robert Gray,robert.gray@insmail.com,"40375 Mccarthy Passage, Foxstad, IA 59912",IA,"091 Stevens Center, Hillshire, NY 93888",,,,,,,,,,268.38,-26.31,201.47,Direct Bill,,,FALSE,TRUE,66.91
SEV3684215,GEIC,120186,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Kristen Nelson,kristen.nelson@example.com,"169 Glenn Crossing Apt. 400, New Lori, KY 32578",KY,"23966 Johnson Road, New Mark, MH 53496",,,,,,,,,,10814.74,10814.74,8118.46,Direct Bill,,,FALSE,TRUE,2696.28
YLJ4575828,PRGS,120156,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Natalie Clark,natalie.clark@example.com,"686 William Lodge Suite 988, Warrenmouth, IA 99102",IA,"686 William Lodge Suite 988, Warrenmouth, IA 99102",,,,,,,,,,3819.82,3819.82,2867.48,Direct Bill,,,FALSE,FALSE,952.34
YCE1128328,TRAV,120296,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sarah Kelley,sarah.kelley@customer.net,"8765 Angela Harbor Suite 574, Bondside, NV 43554",NV,"8765 Angela Harbor Suite 574, Bondside, NV 43554",2,5,,,,50/100,100000,500,500,1758.75,1758.75,1320.27,Agency Bill,,,FALSE,TRUE,438.48
WRW5193328,HART,120258,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Erika Horton,erika.horton@customer.net,"57691 John Underpass, Snyderville, VI 93290",VI,"57691 John Underpass, Snyderville, VI 93290",3,3,,,,25/50,250000,500,1000,1816.57,1816.57,1363.67,Direct Bill,,,FALSE,TRUE,452.9
UTK5758354,AMFA,120220,Endorsement,4/1/2025,4/1/2026,12/1/2025,12,Umbrella,Personal Umbrella,Melissa Smith,melissa.smith@policyhub.org,"9272 White Junctions, South Meghan, LA 88206",LA,"9272 White Junctions, South Meghan, LA 88206",,,,,,,,,,654.87,43.3,491.6,Direct Bill,,,FALSE,TRUE,163.27
FNK5558892,FARM,120297,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Mark Mcdonald,mark.mcdonald@policyhub.org,"1843 Robertson Flats Suite 506, South Derek, SC 14343",SC,"1843 Robertson Flats Suite 506, South Derek, SC 14343",1,2,,,,50/100,250000,1000,250,1067.14,1067.14,801.09,Agency Bill,,,FALSE,TRUE,266.05
AHL4072043,GEIC,120175,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jacqueline Olsen,jacqueline.olsen@insmail.com,"60181 Rachel Land, Charlesview, TX 48357",TX,"60181 Rachel Land, Charlesview, TX 48357",3,1,,,,50/100,250000,250,500,3211.01,3211.01,2410.46,Direct Bill,,,FALSE,TRUE,800.55
FLB0364647,FARM,120153,Endorsement,4/1/2025,4/1/2026,10/21/2025,12,Umbrella,Personal Umbrella,Lisa Goodwin,lisa.goodwin@mail.com,"832 Adkins Loaf Suite 416, Jenniferberg, SD 07966",SD,"832 Adkins Loaf Suite 416, Jenniferberg, SD 07966",,,,,,,,,,844.6,4.32,634.03,Direct Bill,,,FALSE,TRUE,210.57
AMV4752260,HART,120266,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Frank Mcdowell,frank.mcdowell@example.com,"149 Reese Pine, Lake Johnfort, KY 83252",KY,"8316 Emily Ville Suite 026, Warrenland, UT 65454",,,1991,Non-Combustible,9,,,,,2817.58,2817.58,2115.11,Direct Bill,,,FALSE,TRUE,702.47
RUS9917412,NATI,120127,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,David Mccarty,david.mccarty@insmail.com,"2501 Aaron Drive, Lake Paulabury, AK 64914",AK,"2501 Aaron Drive, Lake Paulabury, AK 64914",,,,,,,,,,5330.14,5330.14,4001.26,Direct Bill,,,FALSE,TRUE,1328.88
WRF7281912,TRAV,120034,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Jessica Oconnor,jessica.oconnor@example.com,"6742 Diane Place Apt. 239, Lake Dennis, NE 32574",NE,"694 Lambert Mills, Samuelview, NH 39929",1,1,,,,50/100,100000,250,1000,760.24,760.24,570.7,Agency Bill,,,FALSE,TRUE,189.54
ZYN6038545,GEIC,120047,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Sue Reyes,sue.reyes@mail.com,"684 Rebecca Courts, Jeffreyton, SC 16520",SC,"684 Rebecca Courts, Jeffreyton, SC 16520",1,3,,,,50/100,250000,1000,500,1512.74,1512.74,1135.59,Direct Bill,,,FALSE,TRUE,377.15
VDW2466316,TRAV,120270,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Amy Huynh,amy.huynh@policyhub.org,"178 Ashley Key Suite 643, East Jason, FL 85893",FL,"178 Ashley Key Suite 643, East Jason, FL 85893",3,3,,,,50/100,50000,1000,500,2760.05,2760.05,2071.93,Agency Bill,,,FALSE,TRUE,688.12
SLX8294806,GEIC,120247,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Ethan Hebert,ethan.hebert@mail.com,"5293 Lewis Overpass, Nancyton, NE 59788",NE,"746 Ayala Lights Apt. 182, Thomasview, ND 03193",,,,Frame,5,,,,,3059.05,3059.05,2296.38,Direct Bill,,,FALSE,FALSE,762.67
UFX3140916,CHUB,120089,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Pamela Robinson,pamela.robinson@insmail.com,"696 Valerie Extensions Suite 604, Angelaberg, NJ 57270",NJ,"385 Thomas Parkways Suite 130, Thomasside, TX 05427",1,2,,,,50/100,250000,1000,1000,1655.25,1655.25,1242.57,Direct Bill,,,FALSE,TRUE,412.68
CBP5618909,LIBM,120106,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Nancy Young,nancy.young@example.com,"2914 Sherry Drive Apt. 973, Port Maryfort, AZ 51253",AZ,"2914 Sherry Drive Apt. 973, Port Maryfort, AZ 51253",,,,,,,,,,4305.86,4305.86,3232.34,Agency Bill,,,FALSE,TRUE,1073.52
WPZ4283395,ALLS,120064,Endorsement,4/1/2025,4/1/2026,7/23/2025,12,Umbrella,Personal Umbrella,Tina Rivera,tina.rivera@policyhub.org,"441 Joseph Estate, East Brian, WV 68231",WV,"441 Joseph Estate, East Brian, WV 68231",,,,,,,,,,712.38,6.62,534.77,Direct Bill,,,FALSE,FALSE,177.61
CAR8243798,CHUB,120016,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Michael Lopez,michael.lopez@policyhub.org,"8054 Kim Shoals Apt. 337, Taylorchester, FM 77731",FM,"8054 Kim Shoals Apt. 337, Taylorchester, FM 77731",,,1982,Non-Combustible,8,,,,,1517.51,1517.51,1139.17,Agency Bill,,,FALSE,TRUE,378.34
BYD1695354,TRAV,120012,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Christian Moran,christian.moran@insmail.com,"9779 Timothy Station, Williamschester, PA 74705",PA,"9779 Timothy Station, Williamschester, PA 74705",2,3,,,,25/50,50000,500,250,4000,4000,3002.74,Direct Bill,,,FALSE,TRUE,997.26
LXJ5241619,GEIC,120114,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Emily Harrison,emily.harrison@insmail.com,"377 Daniels Valley Suite 115, Bradyhaven, AL 72541",AL,"45104 Lee Village, New Donald, FM 84580",2,2,,,,50/100,500000,500,500,1012.7,1012.7,760.22,Direct Bill,,,FALSE,TRUE,252.48
TXK2481076,TRAV,120036,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Charles Leonard,charles.leonard@customer.net,"551 Michelle Summit, East Rhondaberg, AK 77925",AK,"551 Michelle Summit, East Rhondaberg, AK 77925",2,3,,,,50/100,250000,1000,2500,1595.62,1595.62,1197.81,Direct Bill,,,FALSE,TRUE,397.81
XHE0410263,CHUB,120146,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Matthew Brandt,matthew.brandt@policyhub.org,"7873 Jason Rest, Donnaton, FM 09435",FM,"7873 Jason Rest, Donnaton, FM 09435",,,,,,,,,,2000,2000,1501.37,Direct Bill,,,FALSE,FALSE,498.63
RVF0127881,ALLS,120253,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Carlos Miller,carlos.miller@mail.com,"7581 Amanda Plain Suite 286, East Stephanie, SD 57419",SD,"7581 Amanda Plain Suite 286, East Stephanie, SD 57419",2,1,,,,50/100,100000,500,500,2040.84,2040.84,1532.03,Direct Bill,,,FALSE,TRUE,508.81
YYT8727307,PRGS,120131,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Umbrella,Personal Umbrella,Clayton Nelson,clayton.nelson@policyhub.org,"52001 Angela Mission Suite 929, East Hailey, MI 32823",MI,"52001 Angela Mission Suite 929, East Hailey, MI 32823",,,,,,,,,,367.21,367.21,275.66,Agency Bill,,,FALSE,FALSE,91.55
LER5594906,GEIC,120277,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Christian May,christian.may@insmail.com,"0775 Hernandez Neck, Huntfurt, PR 95425",PR,"0775 Hernandez Neck, Huntfurt, PR 95425",4,2,,,,50/100,50000,500,1000,614.93,614.93,461.62,Direct Bill,,,FALSE,TRUE,153.31
MXN5535947,NATI,120144,Endorsement,4/1/2025,4/1/2026,10/11/2025,12,Umbrella,Personal Umbrella,Kathryn Johnson,kathryn.johnson@policyhub.org,"0160 Harold Row Suite 513, Marymouth, OH 73005",OH,"0160 Harold Row Suite 513, Marymouth, OH 73005",,,,,,,,,,380.09,-24.53,285.33,Direct Bill,,,FALSE,TRUE,94.76
MWE6018155,AMFA,120262,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Tiffany Garcia,tiffany.garcia@insmail.com,"7675 Hurst Stravenue Apt. 541, North Jessica, VT 61641",VT,"7675 Hurst Stravenue Apt. 541, North Jessica, VT 61641",,,1985,Masonry,5,,,,,1905.06,1905.06,1430.1,Direct Bill,,,FALSE,TRUE,474.96
UVW5167240,CHUB,120268,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Heather Clark,heather.clark@example.com,"0230 Shannon Bridge Apt. 419, Bauermouth, PW 11718",PW,"21737 Dominguez Greens Apt. 114, East Katieton, WV 76563",1,3,,,,50/100,25000,500,500,2361.64,2361.64,1772.85,Direct Bill,,,FALSE,TRUE,588.79
HFV2616406,TRAV,120018,Endorsement,4/1/2025,4/1/2026,8/5/2025,12,Umbrella,Personal Umbrella,James Garcia,james.garcia@insmail.com,"130 Caroline Plains Suite 648, Lake Dennisburgh, TN 80371",TN,"130 Caroline Plains Suite 648, Lake Dennisburgh, TN 80371",,,,,,,,,,285.38,12.85,214.23,Direct Bill,,,FALSE,TRUE,71.15
NFM5852930,PRGS,120080,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kara Harrison,kara.harrison@example.com,"61246 Keith Trace, North Thomas, PA 30548",PA,"61246 Keith Trace, North Thomas, PA 30548",1,3,,,,50/100,500000,1000,2500,901.19,901.19,676.51,Direct Bill,,,FALSE,TRUE,224.68
GTC9160783,PRGS,120192,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,William Fletcher,william.fletcher@example.com,"83675 Wright Plaza Apt. 636, Perezville, VT 48694",VT,"83675 Wright Plaza Apt. 636, Perezville, VT 48694",,,2019,Joisted Masonry,7,,,,,767.89,767.89,576.44,Agency Bill,,,FALSE,FALSE,191.45
ARW4408733,AMFA,120247,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Joseph Walton,joseph.walton@insmail.com,"6210 Guzman Port, South Deborah, FL 29093",FL,"85982 Donna Street Suite 927, Morrisport, IN 33485",1,4,,,,50/100,100000,250,250,1392.72,1392.72,1045.49,Direct Bill,,,FALSE,TRUE,347.23
HRB5478983,CHUB,120017,Renewal,4/1/2025,4/1/2026,4/1/2025,12,WC,Workers Compensation,Amber Brown,amber.brown@example.com,"22254 Anderson Pike, East Justinfort, VI 01278",VI,"22254 Anderson Pike, East Justinfort, VI 01278",,,,,,,,,,2000,2000,1501.37,Direct Bill,,,FALSE,FALSE,498.63
NRT4667492,NATI,120208,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Jeff Ross,jeff.ross@insmail.com,"7337 Julie Lake Suite 131, Jenniferland, AK 98723",AK,"645 Kayla Lights Apt. 805, East Jesse, PA 10066",,,1971,Non-Combustible,6,,,,,1960.92,1960.92,1472.03,Direct Bill,,,FALSE,TRUE,488.89
ARP9508992,GEIC,120250,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Doris Adkins,doris.adkins@policyhub.org,"090 Amber Mill Apt. 924, Lake Kevinhaven, KY 23178",KY,"2936 Davis Fields Apt. 430, Port Reneemouth, KY 35059",2,1,,,,50/100,100000,1000,250,1932.07,1932.07,1450.38,Direct Bill,,,FALSE,TRUE,481.69
RZE5535830,PRGS,120252,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Kenneth Potts,kenneth.potts@mail.com,"006 Jessica Mission, Katelynton, OH 46563",OH,"006 Jessica Mission, Katelynton, OH 46563",1,1,,,,50/100,100000,1000,1000,620.7,620.7,465.95,Direct Bill,,,FALSE,TRUE,154.75
LCX7076205,TRAV,120146,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Homeowners,HO3,Kristin Robinson,kristin.robinson@customer.net,"60857 Ashley Viaduct Apt. 550, Sotoport, AZ 33864",AZ,"52359 Bradley Mount, Lake Matthew, OR 02153",,,1970,Masonry,6,,,,,1141.24,1141.24,856.71,Direct Bill,,,FALSE,TRUE,284.53
MEM3103915,TRAV,120130,Endorsement,4/1/2025,4/1/2026,4/21/2025,12,Umbrella,Personal Umbrella,Shane Sanchez,shane.sanchez@policyhub.org,"844 Wilson Unions Suite 046, New Dannymouth, FM 17893",FM,"8133 Sanders Mill Suite 643, South Annestad, AL 48133",,,,,,,,,,725.04,-3.14,544.28,Direct Bill,,,FALSE,TRUE,180.76
VWW9034896,FARM,120036,Renewal,4/1/2025,4/1/2026,4/1/2025,12,BOP,Businessowners,Melvin Barrera,melvin.barrera@mail.com,"8122 David Point Apt. 754, Jordanview, ND 62254",ND,"8122 David Point Apt. 754, Jordanview, ND 62254",,,,Masonry,7,,,,,2986.94,2986.94,2242.25,Direct Bill,,,FALSE,TRUE,744.69
PWX8660479,GEIC,120219,Renewal,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Laura Middleton,laura.middleton@insmail.com,"10108 Stark Mountain Apt. 898, Tonyview, IL 06117",IL,"10108 Stark Mountain Apt. 898, Tonyview, IL 06117",3,2,,,,50/100,250000,2500,500,1467.27,1467.27,1101.46,Direct Bill,,,FALSE,TRUE,365.81
GWR7874091,NATI,120181,New,4/1/2025,4/1/2026,4/1/2025,12,Personal Auto,Private Passenger Auto,Taylor Harris,taylor.harris@mail.com,"238 Leslie Roads, Hallstad, UT 38882",UT,"9258 Judith Burg, West Kimberlyton, TX 10215",1,1,,,,50/100,50000,500,500,1720.81,1720.81,1291.79,Direct Bill,,,FALSE,TRUE,429.02
