CarrierCode,AgentCode,PolicyNumber,ClaimNumber,LossDate,ReportDate,ClaimStatus,CauseOfLoss,LossLocation,PaidLossAmount,PaidExpenseAmount,ReserveLossAmount,ReserveExpenseAmount,CloseDate,ReopenDate,AdjusterContact
ALLS,120129,ZJY7999746,2026-000243,2026-01-02,2026-01-02,Open,Collision,"90484 Stevens Junction, Barbaraberg, RI 72156",234.76,102.3,639.12,84.21,,,"J. Scott, +1-882-467-5983x996"
GEIC,120195,KCU5260428,2026-000244,2026-01-02,2026-01-03,Open,Collision,"30421 Burgess Flat Suite 522, New Deborah, ME 37907",1325.67,333.45,1745.72,316.18,,,"C. Mayo, +1-294-541-7196"
GEIC,120132,TMN2327257,2026-000245,2026-01-02,2026-01-05,Closed,Water (non-flood),"8309 Joseph Common Suite 105, West Sheila, WY 69057",12015.85,2861.74,0.0,0.0,2026-03-13,,"J. Stewart, 527-992-8274"
TRAV,120193,UVA5493619,2026-000246,2026-01-07,2026-01-07,Open,Excess GL,"7207 Smith Glens, New Ashleyton, OH 68013",5450.16,1489.98,11082.67,741.36,,,"C. Jones, (361)604-2525x17214"
CHUB,120291,DEN5393771,2026-000247,2026-01-07,2026-01-10,Open,Excess Auto,"5455 Harmon Ridge, West Laurenstad, WV 76937",3660.06,1885.89,9722.56,1144.88,,,"B. Esparza, 7127282677"
TRAV,120200,UZM5317589,2026-000248,2026-01-07,2026-01-08,Closed,Collision,"814 Marie Manor, North Michelle, OH 22724",1526.76,153.21,0.0,0.0,2026-01-23,,"M. Gibbs, 3313185957"
LIBM,120270,BCB6165334,2026-000249,2026-01-10,2026-01-11,Open,Collision,"80986 Ruiz Loaf Apt. 043, West Desireefort, OR 75148",288.4,92.82,450.18,111.65,,,"K. Wiggins, (269)399-1891x956"
HART,120120,NMG3424313,2026-000250,2026-01-11,2026-01-11,Open,Collision,"74253 Stone Branch Suite 710, North Courtneyfurt, MO 43403",502.45,174.5,605.32,124.62,,,"A. Briggs, 615.481.2229x36716"
NATI,120183,FZD3702113,2026-000251,2026-01-12,2026-01-12,Open,Collision,"235 David Spring, West Emilyshire, MD 37443",1748.58,776.19,3897.75,872.02,,,"T. Cole, 845-934-6022"
AMFA,120219,UAS4893793,2026-000252,2026-01-12,2026-01-12,Closed,Burglary,"0251 Justin Dale, Lake Amberchester, NC 82549",1765.88,301.64,0.0,0.0,2026-01-30,,"M. Huber, +1-601-219-8168x62970"
ALLS,120252,ZAD1588890,2026-000253,2026-01-14,2026-01-15,Open,Wind/Hail,"4065 Ellison Keys Suite 424, South Erika, AZ 45194",143.04,85.19,1151.9,59.51,,,"D. Villanueva, 365.952.8774x9967"
LIBM,120221,NGD6856815,2026-000254,2026-01-14,2026-01-15,Open,Collision,"577 Gardner Motorway Suite 146, Orozcoville, NM 67624",767.62,106.07,976.29,181.81,,,"A. Vasquez, 464-416-0847"
CHUB,120055,YBU7101013,2026-000255,2026-01-14,2026-01-14,Open,Fire,"645 Howard Fall Suite 371, South Kevinton, WI 43873",499.5,64.69,974.82,9.02,,,"S. Williams, (288)946-5204x86919"
HART,120046,ELY1905229,2026-000256,2026-01-17,2026-01-19,Closed,Collision,"37833 Crosby Drives, South Sean, SD 46267",2753.4,689.34,0.0,0.0,2026-04-01,,"M. Keller, 828.650.3966x6362"
ALLS,120237,RUP6069804,2026-000257,2026-01-18,2026-01-19,Closed,Comprehensive Theft,"94769 Mariah Street, Lake Angela, RI 32273",6825.0,1560.44,0.0,0.0,2026-01-30,,"M. Johnson, +1-743-879-6419x794"
CHUB,120257,VDR7644117,2026-000258,2026-01-18,2026-01-19,Open,Excess Auto,"832 Richardson Path Suite 194, West Williamshire, MO 40471",15044.49,4537.57,50421.21,3810.82,,,"V. Snow, (704)683-9441x094"
ALLS,120196,DPS0490886,2026-000259,2026-01-19,2026-01-20,Open,Fire,"3863 Morgan Grove Suite 427, Morganside, OK 14440",403.67,395.21,2116.55,205.38,,,"M. Rodriguez, 469.260.3233x69602"
AMFA,120240,GJL9603936,2026-000260,2026-01-20,2026-01-20,Open,Wind/Hail,"84126 Mario Mission, Port Lauramouth, VA 90202",1368.61,683.35,3297.04,356.66,,,"M. Williams, 617-937-6656"
TRAV,120248,NCR9787134,2026-000261,2026-01-21,2026-01-21,Open,Liability BI/PD,"49299 Willis Pine Apt. 869, Bryantmouth, VI 23806",488.58,243.38,1398.42,117.32,,,"D. Palmer, +1-474-217-8581x81759"
TRAV,120179,CVF1700421,2026-000262,2026-01-22,2026-01-22,Open,Liability BI/PD,"80948 Ortega Ramp, East Jamieland, CA 94949",297.95,31.77,422.68,30.47,,,"R. Swanson, 877-791-1078"
PRGS,120061,MLA0478021,2026-000263,2026-01-23,2026-01-23,Open,Wind/Hail,"861 David Manor Apt. 442, Andrewside, PA 96443",777.73,129.33,847.79,95.45,,,"H. Raymond, 511.836.3908x408"
LIBM,120018,AMJ3976127,2026-000264,2026-01-25,2026-01-25,Open,Collision,"966 April Ways Apt. 427, New Benjaminfort, AS 83861",380.22,106.56,409.26,52.48,,,"A. Williams, +1-611-304-5191x539"
CHUB,120089,UFX3140916,2026-000265,2026-01-26,2026-01-26,Closed,Collision,"7237 Rojas Curve Apt. 948, Campbellstad, NJ 42638",1861.06,360.61,0.0,0.0,2026-04-01,,"L. Ramsey, +1-594-579-6667x322"
TRAV,120179,CVF1700421,2026-000266,2026-01-26,2026-01-26,Closed,Collision,"70009 Solis Grove Apt. 545, Smithland, CA 73259",1044.45,183.52,0.0,0.0,2026-04-01,,"H. Frederick, 305-718-4673x34339"
GEIC,120155,VSE2079320,2026-000267,2026-01-27,2026-01-28,Closed,Slip/Fall,"885 Mary Springs, West Paulville, PR 50711",25669.98,5417.86,0.0,0.0,2026-02-14,,"W. Medina, 725-592-1549x557"
CHUB,120147,TSZ1864103,2026-000268,2026-01-29,2026-01-31,Open,Collision,"138 Jacqueline Neck Apt. 333, Stephenfort, UT 48713",458.62,52.94,270.94,35.74,,,"E. Conner, (255)591-6001x46497"
ALLS,120067,DHJ3857607,2026-000269,2026-01-31,2026-01-31,Open,Fire,"8035 Lee Burg Suite 671, South Dianamouth, PR 03737",931.52,561.79,3888.92,379.35,,,"M. Anderson, 4652771454"
AMFA,120214,FPG7258879,2026-000270,2026-01-31,2026-01-31,Open,Collision,"03466 Castro Villages Apt. 132, Port Tanyabury, WA 91955",954.02,224.58,1396.64,188.0,,,"S. Wilson, 001-717-925-9699x5234"
AMFA,120129,LLP9122717,2026-000271,2026-02-01,2026-02-02,Closed,Collision,"6453 Ortiz Station, Lake Jenniferbury, TN 67465",3472.49,864.02,0.0,0.0,2026-04-01,,"A. Hanson, 865.868.7847x2227"
AMFA,120145,VMX1513798,2026-000272,2026-02-01,2026-02-02,Open,Wind/Hail,"814 Pratt Canyon Apt. 109, Williamview, NH 78016",2618.34,1717.75,5095.48,349.65,,,"B. Barnes, 001-697-833-2221x966"
CHUB,120090,LPX6166826,2026-000273,2026-02-03,2026-02-04,Open,Wind/Hail,"075 Kristin Drives, Thomashaven, WA 67802",294.7,399.02,2368.81,141.52,,,"D. Porter, 001-632-333-3262x6599"
LIBM,120144,ATN8785023,2026-000274,2026-02-04,2026-02-06,Open,Burglary,"933 Johnson Knoll, South Josephside, NV 98443",1526.49,160.98,902.42,116.83,,,"J. Reed, 548-804-5213x8050"
PRGS,120272,JHS3912176,2026-000275,2026-02-05,2026-02-05,Open,Liability BI/PD,"0313 Delacruz Unions, Harrisborough, OR 64881",512.99,338.09,1416.05,179.41,,,"J. Meza, 001-362-205-8029x98878"
FARM,120270,LAS1870985,2026-000276,2026-02-06,2026-02-06,Open,Collision,"4601 Katherine Dam Apt. 406, Adamsstad, MD 88356",1494.33,573.82,4924.73,805.71,,,"M. Faulkner, (212)879-5149"
GEIC,120187,EVU9500994,2026-000277,2026-02-07,2026-02-07,Open,Collision,"5895 Katherine Well, South Johnhaven, WY 28667",1498.41,138.91,3009.65,86.49,,,"K. Taylor, +1-906-841-3244x02824"
PRGS,120273,WHF6144877,2026-000278,2026-02-09,2026-02-10,Closed,Wind/Hail,"144 Sanchez Flats, Port Teresa, IL 58148",1320.39,234.3,0.0,0.0,2026-04-01,,"D. Nguyen, 5553193593"
NATI,120269,YLE2373859,2026-000279,2026-02-10,2026-02-11,Closed,Cut/Puncture,"161 Tyler Corner, Daniellefort, PA 81166",27768.52,1899.02,0.0,0.0,2026-03-30,,"T. Gilbert, 8494967006"
PRGS,120240,MTJ5018649,2026-000280,2026-02-11,2026-02-14,Open,Strain/Sprain,"697 George Prairie, Sarahfurt, VI 45559",2089.51,523.78,1552.34,317.3,,,"M. Jackson, 001-430-632-0391"
PRGS,120244,YNP9639539,2026-000281,2026-02-12,2026-02-13,Closed,Glass,"318 Kevin Trafficway Apt. 658, Dayside, NJ 81713",17128.77,3280.55,0.0,0.0,2026-04-01,,"S. Fisher, 001-474-584-9877x93400"
CHUB,120094,YRS6070897,2026-000282,2026-02-12,2026-02-12,Open,Wind/Hail,"5260 Alisha Port, Williamland, MS 44531",43.0,95.55,817.07,44.38,,,"M. Quinn, (232)898-5992x8973"
NATI,120243,NAR1581440,2026-000283,2026-02-13,2026-02-13,Closed,Liability BI/PD,"971 Williams Green Apt. 493, Ashleystad, AS 05003",2770.95,422.84,0.0,0.0,2026-03-28,,"J. West, (349)786-9761"
FARM,120207,LCU5286508,2026-000284,2026-02-13,2026-02-13,Open,Collision,"497 Butler Radial, New Sophia, AZ 84535",1927.74,260.44,1550.25,55.23,,,"R. Anderson, +1-919-881-1814x245"
GEIC,120010,PFG3984115,2026-000285,2026-02-15,2026-02-15,Open,Excess HO,"908 Patricia Passage, Lesliefurt, VT 75437",5505.63,1354.94,8608.67,1013.0,,,"J. Green, 397-482-9468"
HART,120197,RST2668105,2026-000286,2026-02-17,2026-02-19,Open,Collision,"91104 Willis Station, North Joshua, PR 17209",344.66,91.34,613.73,84.32,,,"C. Conway, 397.883.2681x262"
GEIC,120095,EBA0972129,2026-000287,2026-02-17,2026-02-18,Open,Excess GL,"091 Randolph Ridge, Guerrerofort, AK 17110",2600.81,1123.61,4379.47,339.3,,,"D. Copeland, 214.730.1581x6151"
TRAV,120140,JGE9383551,2026-000288,2026-02-18,2026-02-22,Reopened,Collision,"6016 Gregory Cove Suite 749, New Lauraville, MS 47667",1001.72,214.64,885.43,214.16,2026-03-11,2026-04-01,"A. Perez, 3137674656"
AMFA,120213,ZVC4516023,2026-000289,2026-02-18,2026-02-18,Closed,Comprehensive Theft,"5868 Tracy Squares Apt. 801, New Jill, MS 56738",3699.09,412.62,0.0,0.0,2026-04-01,,"J. Whitehead, (482)237-8242x94451"
ALLS,120266,SXW6749167,2026-000290,2026-02-18,2026-02-22,Closed,Wind/Hail,"2597 Shannon Divide, South Hollyshire, MA 01198",11619.5,1798.89,0.0,0.0,2026-03-16,,"C. Conrad, 866.464.1313"
TRAV,120266,HMB4646110,2026-000291,2026-02-21,2026-02-21,Closed,Collision,"965 Jacqueline Square Suite 119, Curtismouth, SC 67731",998.51,176.01,0.0,0.0,2026-02-28,,"D. Allen, (446)914-7134"
LIBM,120083,PJD0009971,2026-000292,2026-02-22,2026-02-24,Open,Collision,"2071 Brooks Valley Suite 064, Huntchester, DC 81449",101.82,14.85,297.07,18.6,,,"B. Adkins, +1-247-725-3184x0705"
GEIC,120114,LXJ5241619,2026-000293,2026-02-24,2026-02-24,Open,Weather,"377 Daniels Valley Suite 115, Bradyhaven, AL 72541",237.09,154.06,811.15,63.26,,,"J. Phillips, 216.208.7061"
HART,120252,ZZT2739237,2026-000294,2026-02-25,2026-02-28,Open,Wind/Hail,"09843 Brown Junction, New Traci, OK 77299",2299.59,167.63,1524.33,89.03,,,"W. Stevens, 9917048660"
PRGS,120125,CYV0477121,2026-000295,2026-02-27,2026-02-27,Closed,Collision,"7205 Miller Pine Apt. 817, Gonzaleztown, FM 79813",5109.84,1168.56,0.0,0.0,2026-04-01,,"D. Anderson, (598)469-1632"
ALLS,120280,BXG5239253,2026-000296,2026-02-28,2026-02-28,Closed,Water (non-flood),"465 Rachel Curve Apt. 929, Thompsonfort, NC 08357",3829.27,276.48,0.0,0.0,2026-03-10,,"A. Vasquez, 001-668-246-3486"
TRAV,120257,EXV1801931,2026-000297,2026-03-02,2026-03-03,Closed,Collision,"439 Gross Street Suite 225, Hartton, ID 06787",951.86,174.16,0.0,0.0,2026-04-01,,"L. Price, 567.682.3964"
PRGS,120230,WVM3168572,2026-000298,2026-03-02,2026-03-05,Open,Collision,"3425 Smith Drive Apt. 606, West Jesusland, WY 52069",537.52,128.84,766.45,117.14,,,"D. Spears, (511)726-0715"
PRGS,120072,JVX9287172,2026-000299,2026-03-04,2026-03-05,Open,Comprehensive Theft,"01822 Ashley Valleys, Courtneyshire, AR 11603",1427.04,198.35,1502.37,113.01,,,"R. Lane, 001-793-652-5202x06228"
PRGS,120039,FXY2529455,2026-000300,2026-03-04,2026-03-05,Closed,Collision,"070 Becker Orchard, South Kayleehaven, MS 18006",5193.36,925.55,0.0,0.0,2026-04-01,,"M. Clark, +1-953-520-3393x26146"
NATI,120137,MRT5734869,2026-000301,2026-03-04,2026-03-04,Open,Weather,"95219 Curtis Fords Suite 478, North Michelebury, OH 66122",65.06,38.82,184.9,12.11,,,"E. Reed, 261.516.9067x04419"
NATI,120179,TWH8202235,2026-000302,2026-03-05,2026-03-10,Open,Glass,"273 Matthew Oval Suite 051, Russellborough, MO 65419",508.3,81.67,731.92,127.68,,,"J. Maxwell, 001-751-343-2555x7459"
CHUB,120178,KAZ2474654,2026-000303,2026-03-05,2026-03-05,Open,Weather,"345 Herman Square, Jodiburgh, TN 63340",532.74,134.16,638.69,51.32,,,"E. Fox, 214-346-9426x40572"
NATI,120221,BMW2387402,2026-000304,2026-03-06,2026-03-06,Open,Fire,"30664 John Lake, Port Benjaminberg, DC 80196",1505.4,701.19,2731.61,493.0,,,"M. Williams, 001-454-299-6107"
TRAV,120080,PZK1785840,2026-000305,2026-03-07,2026-03-08,Open,Water (non-flood),"396 Kenneth Valleys Apt. 730, Port Ianmouth, HI 86714",353.6,183.79,882.82,132.77,,,"M. Ramos, +1-679-349-9977"
PRGS,120056,BGG4718578,2026-000306,2026-03-12,2026-03-15,Open,Wind/Hail,"06385 Davenport Port Apt. 373, Lake Mariobury, NC 52054",262.54,88.85,512.83,77.8,,,"M. Mccann, 284-768-0611x274"
NATI,120275,JXB7077706,2026-000307,2026-03-13,2026-03-16,Open,Collision,"307 Laura Station Suite 747, Port Tamishire, NY 04108",1199.98,345.49,2076.99,125.09,,,"D. Gilbert, 514.227.7594x5970"
CHUB,120168,XCX3801695,2026-000308,2026-03-13,2026-03-14,Open,Liability BI/PD,"693 Peterson Corners Suite 849, Alvaradoside, VI 12529",881.34,158.34,1164.35,102.4,,,"K. Brown, 001-264-740-1390x1007"
LIBM,120192,MAX7962527,2026-000309,2026-03-14,2026-03-14,Open,Glass,"18755 Collier Cape, West Brittney, TN 03869",205.13,114.45,541.77,91.75,,,"L. Grant, 001-944-795-9096x590"
TRAV,120160,NXG3796157,2026-000310,2026-03-15,2026-03-15,Closed,Collision,"56574 Houston Fort Apt. 854, Christopherview, CT 27039",5457.62,625.19,0.0,0.0,2026-04-01,,"D. Manning, 718-617-4559x167"
GEIC,120202,VUW2080023,2026-000311,2026-03-15,2026-03-15,Closed,Water (non-flood),"13807 Snow Unions Apt. 141, Juanhaven, VT 15876",3587.1,1053.56,0.0,0.0,2026-04-01,,"J. Blake, 227.578.6845"
LIBM,120264,DDM8378583,2026-000312,2026-03-17,2026-03-20,Open,Collision,"13281 Mary Forks Suite 540, Alexanderberg, IL 77163",514.77,323.22,3526.19,494.53,,,"A. Rich, (469)595-4980x468"
ALLS,120136,UYZ1392359,2026-000313,2026-03-18,2026-03-20,Open,Collision,"2180 Mary Centers Apt. 672, West Hannahside, WY 05202",2829.93,396.47,5266.27,509.76,,,"A. Elliott, 9217494999"
CHUB,120275,GJT1583894,2026-000314,2026-03-19,2026-03-19,Open,Glass,"9418 Robinson Fords Suite 499, North Nathanborough, SC 89059",862.59,320.18,871.59,87.07,,,"J. Flores, +1-971-872-9610x457"
LIBM,120265,AUK1136362,2026-000315,2026-03-19,2026-03-19,Open,Wind/Hail,"1493 Lisa Park Suite 437, South Ericaside, IA 32620",2860.9,2158.59,10328.98,2010.89,,,"L. Fuentes, 9843285823"
PRGS,120006,RDZ4973256,2026-000316,2026-03-20,2026-03-20,Closed,Glass,"2064 Nicholas Dam Suite 114, Hallfort, MN 50208",1719.5,248.44,0.0,0.0,2026-04-01,,"D. Garcia, +1-596-412-3451x815"
LIBM,120270,MBP2384450,2026-000317,2026-03-22,2026-03-22,Open,Comprehensive Theft,"2598 Reynolds Underpass, Carrieburgh, PA 83073",749.99,142.36,607.14,97.81,,,"M. Mitchell, (828)598-6232"
HART,120296,HVG3092660,2026-000318,2026-03-22,2026-03-25,Open,Glass,"7220 John Land, North Carlland, AR 17890",285.18,73.11,730.49,71.49,,,"W. Poole, 700.838.5148x85098"
PRGS,120238,DRP0254871,2026-000319,2026-03-26,2026-03-27,Open,Glass,"415 Miller Shoal, South Richard, AL 53914",1248.62,325.84,1806.31,58.18,,,"J. Campbell, +1-683-926-0059x71845"
GEIC,120048,TFU0395558,2026-000320,2026-03-28,2026-03-29,Open,Burglary,"980 Jessica Ways Suite 787, West Barbaraburgh, NH 64369",5951.31,2054.22,6308.46,416.39,,,"K. Ryan, 498.943.7805x632"
CHUB,120275,WRE9382209,2026-000321,2026-03-28,2026-03-29,Closed,Liability BI/PD,"19312 Ellis Point Suite 256, Mcclainfurt, PR 57159",291.67,16.68,0.0,0.0,2026-04-01,,"T. Baker, 801-209-1523"
PRGS,120046,ZZW3354454,2026-000322,2026-03-31,2026-03-31,Open,Excess HO,"406 Dwayne Land Suite 175, Cynthiafurt, FL 51220",2965.74,2716.41,10137.05,879.22,,,"L. Payne, (296)821-0777"
